Day of date,customer,ab test group name,customer sensitive to VT,impressions,installs,spend,clickthrough install,viewthrough install,viewthrough conversion rate,clickthrough conversion rate,installs conversion rate,cost per impression
8-Sep-22,customer_26,control,False,63695,146,544,137,9,0.014129837506868671,0.21508752649344534,0.229217364000314,8.540701781929508
8-Sep-22,customer_26,experiment,False,257717,181,551,152,29,0.011252653103986154,0.05897942316572054,0.07023207626970669,2.1380040897573696
8-Sep-22,customer_27,control,False,2780944,669,3672,621,48,0.001726032599002353,0.022330546749592946,0.024056579348595297,1.3204149382368
8-Sep-22,customer_27,experiment,False,3847691,568,3698,523,45,0.001169532584607236,0.013592567594435207,0.014762100179042443,0.9610958884172353
8-Sep-22,customer_28,control,False,8008643,593,3075,334,259,0.003234006060702169,0.004170494302218241,0.00740450036292041,0.3839601790215896
8-Sep-22,customer_28,experiment,False,6709898,634,3077,397,237,0.003532095420824579,0.00591663241378632,0.009448727834610898,0.4585762704589548
8-Sep-22,customer_29,control,False,1536874,60,518,31,29,0.0018869471407545447,0.0020170814263238235,0.0039040285670783677,0.3370477996244325
8-Sep-22,customer_29,experiment,False,707730,46,519,34,12,0.0016955618668136154,0.00480409195597191,0.006499653822785526,0.7333305073968887
8-Sep-22,customer_30,control,False,2689989,544,4981,513,31,0.0011524210693798376,0.019070709954576024,0.02022313102395586,1.8516804343809583
8-Sep-22,customer_30,experiment,False,4007158,554,4993,507,47,0.001172901093493194,0.012652358604277644,0.01382525969777084,1.246020246768408
9-Sep-22,customer_1,control,False,8950947,3485,46560,3287,198,0.0022120564449772747,0.036722371387072225,0.038934427832049506,5.201684246370803
9-Sep-22,customer_1,experiment,False,59792702,2991,46501,2519,472,0.0007893939966118272,0.004212888723443205,0.005002282720055033,0.7777036067043768
9-Sep-22,customer_2,control,False,23347339,4605,8728,4135,470,0.002013077378968113,0.017710797791559887,0.019723875170528,0.37383275241773806
9-Sep-22,customer_2,experiment,False,19512542,4874,8769,4330,544,0.0027879504372111024,0.02219085550206631,0.024978805939277416,0.4494032607335323
9-Sep-22,customer_3,control,False,29991757,3295,14161,2715,580,0.0019338646948893325,0.009052487321766445,0.010986352016655777,0.4721630680056524
9-Sep-22,customer_3,experiment,False,70311366,4024,14300,2162,1862,0.002648220488277813,0.0030748940363354627,0.005723114524613275,0.2033810579074797
9-Sep-22,customer_4,control,True,9277432,5726,6171,5432,294,0.003168980381640092,0.05855068514649313,0.061719665528133225,0.665162514799354
9-Sep-22,customer_4,experiment,True,8902297,5708,6219,5347,361,0.00405513318641245,0.060063149993760036,0.06411828318017249,0.6985837475429094
9-Sep-22,customer_5,control,True,29337125,1590,17367,1178,412,0.0014043639245495255,0.004015390056114906,0.005419753980664431,0.5919802980012526
9-Sep-22,customer_5,experiment,True,24167196,1565,17443,1220,345,0.0014275549385207949,0.005048165289841652,0.006475720228362447,0.7217635012353109
9-Sep-22,customer_6,control,False,2864559,215,3731,200,15,0.0005236408117270406,0.006981877489693876,0.007505518301420917,1.3024692457023925
9-Sep-22,customer_6,experiment,False,3958112,195,3752,177,18,0.0004547622704966408,0.0044718289932169685,0.004926591263713608,0.9479266882796646
9-Sep-22,customer_7,control,False,3572951,497,1397,447,50,0.0013994034622920942,0.01251066695289132,0.013910070415183417,0.3909933273644111
9-Sep-22,customer_7,experiment,False,10975852,502,1400,343,159,0.001448634693689383,0.003125042137958857,0.00457367683164824,0.1275527403248513
9-Sep-22,customer_8,control,False,3011541,630,13976,577,53,0.0017598963454258135,0.019159626251145177,0.020919522596570993,4.640813457296447
9-Sep-22,customer_8,experiment,False,28566277,643,11911,364,279,0.0009766760995841355,0.0012742297499950728,0.0022509058495792083,0.41696018000525586
9-Sep-22,customer_9,control,False,5183598,553,15226,449,104,0.0020063284228445184,0.0086619371332422,0.010668265556086718,2.9373419775221765
9-Sep-22,customer_9,experiment,False,3768292,596,15233,503,93,0.0024679616123166677,0.013348222483820256,0.015816184096136922,4.04241497208815
9-Sep-22,customer_10,control,False,2284890,283,8173,199,84,0.0036763257749826035,0.00870939082406593,0.012385716599048533,3.5769774474920015
9-Sep-22,customer_10,experiment,False,7992584,777,8300,65,712,0.0089082579551244,0.0008132538863526489,0.00972151184147705,1.0384626548810747
9-Sep-22,customer_11,control,False,93010159,4640,14138,2550,2090,0.0022470663661589914,0.002741635996988243,0.004988702363147234,0.15200490088399915
9-Sep-22,customer_11,experiment,False,111847715,4866,14157,2215,2651,0.0023701869993499646,0.001980371257472716,0.00435055825682268,0.1265738866457844
9-Sep-22,customer_12,control,False,438119,664,2478,617,47,0.010727679009584155,0.14082931806198773,0.1515569970715719,5.65599757143607
9-Sep-22,customer_12,experiment,False,3321024,744,2501,550,194,0.0058415717561812255,0.016561157040719972,0.022402728796901195,0.7530809774334664
9-Sep-22,customer_13,control,False,836998,39,375,31,8,0.0009557967880448937,0.003703712553673963,0.004659509341718857,0.4480297443960439
9-Sep-22,customer_13,experiment,False,466831,75,377,28,47,0.01006788323825967,0.0059978878866227825,0.01606577112488245,0.8075727618774247
9-Sep-22,customer_14,control,False,3651910,880,10695,734,146,0.003997907944062148,0.020099071444805595,0.024096979388867745,2.9286044836811422
9-Sep-22,customer_14,experiment,False,15260270,1149,11083,536,613,0.004016966934398933,0.0035123887060975988,0.007529355640496531,0.7262650005537254
9-Sep-22,customer_15,control,False,3703953,1038,10704,956,82,0.002213850985690153,0.025810262711216905,0.02802411369690706,2.8898854818082196
9-Sep-22,customer_15,experiment,False,12077255,1011,10644,787,224,0.001854726094629947,0.006516381412829322,0.00837110750745927,0.8813260960375516
9-Sep-22,customer_16,control,False,15430844,5206,10246,4934,272,0.0017627033232919728,0.031974919842362476,0.03373762316565445,0.6639947886194689
9-Sep-22,customer_16,experiment,False,14424593,5563,10471,4764,799,0.005539151087313174,0.03302692838543174,0.038566079472744916,0.7259130292272371
9-Sep-22,customer_17,control,False,1713877,1227,10995,1214,13,0.0007585141757547362,0.0708335545666346,0.07159206874238933,6.415279509556403
9-Sep-22,customer_17,experiment,False,2061796,1400,11014,1381,19,0.0009215266689818003,0.06698043841388769,0.0679019650828695,5.341944595876605
9-Sep-22,customer_18,control,False,1462249,254,996,239,15,0.001025817080401491,0.01634468548106376,0.017370502561465252,0.6811425413865901
9-Sep-22,customer_18,experiment,False,1472044,250,1000,235,15,0.0010189912801519519,0.015964196722380582,0.016983188002532533,0.6793275201013013
9-Sep-22,customer_19,control,True,251331,95,396,90,5,0.001989408389733061,0.035809351015195105,0.03779875940492816,1.5756114446685845
9-Sep-22,customer_19,experiment,True,754257,90,397,82,8,0.0010606464374874878,0.010871625984246748,0.011932272421734237,0.5263457946031657
9-Sep-22,customer_20,control,True,1389466,457,7834,445,12,0.0008636411398335764,0.032026692268828455,0.03289033340866203,5.63813724121353
9-Sep-22,customer_20,experiment,True,3087050,437,7907,419,18,0.0005830809348730989,0.013572828428434913,0.014155909363308013,2.561344973356441
9-Sep-22,customer_21,control,False,27568,36,777,33,3,0.010882182240278584,0.11970400464306442,0.130586186883343,28.18485200232153
9-Sep-22,customer_21,experiment,False,85722,39,790,33,6,0.006999370056694898,0.038496535311821935,0.04549590536851684,9.215837241314949
9-Sep-22,customer_22,control,False,1726450,150,739,124,26,0.0015059804801760839,0.007182368443916708,0.00868834892409279,0.42804599032697155
9-Sep-22,customer_22,experiment,False,1912919,147,744,120,27,0.0014114554772052554,0.0062731354542455795,0.007684590931450835,0.38893439816322595
9-Sep-22,customer_23,control,True,1138742,65,529,53,12,0.0010537944503671596,0.004654258822454955,0.005708053272822114,0.46454772020352286
9-Sep-22,customer_23,experiment,True,401376,64,530,53,11,0.0027405724308379176,0.013204576257673604,0.015945148688511518,1.3204576257673604
9-Sep-22,customer_24,control,False,667604,1002,410,920,82,0.012282730480943794,0.13780624442034498,0.15008897490128878,0.6141365240471897
9-Sep-22,customer_24,experiment,False,1575847,1060,422,952,108,0.006853457220148911,0.060411956236868174,0.06726541345701709,0.2677924950835963
9-Sep-22,customer_25,control,False,9682713,5382,8103,4328,1054,0.010885378922209095,0.044698216295370935,0.05558359521758003,0.8368522334597752
9-Sep-22,customer_25,experiment,False,21988047,6100,8228,3752,2348,0.01067852911174876,0.017063816536320848,0.027742345648069607,0.3742033114628143
9-Sep-22,customer_26,control,False,42620,173,588,165,8,0.018770530267480056,0.3871421867667762,0.40591271703425624,13.796339746597843
9-Sep-22,customer_26,experiment,False,105422,169,592,162,7,0.0066399802697729125,0.15366811481474454,0.16030809508451746,5.615526171007949
9-Sep-22,customer_27,control,False,2769364,676,4043,633,43,0.0015527030755075894,0.022857233646425678,0.024409936721933267,1.459901984715624
9-Sep-22,customer_27,experiment,False,3988069,668,4062,614,54,0.0013540387591087315,0.015395922186902986,0.016749960946011715,1.0185380443517902
9-Sep-22,customer_28,control,False,7968317,618,3145,342,276,0.0034637176206719685,0.00429199792126744,0.007755715541939409,0.39468811293526596
9-Sep-22,customer_28,experiment,False,6691139,630,3136,338,292,0.004363980482246744,0.005051456859586985,0.00941543734183373,0.4686795476823901
9-Sep-22,customer_29,control,False,1639352,63,541,35,28,0.0017079919382780512,0.0021349899228475643,0.0038429818611256153,0.33000844236015203
9-Sep-22,customer_29,experiment,False,652738,51,551,38,13,0.001991610722832132,0.005821631343663154,0.007813242066495286,0.8441365448311574
9-Sep-22,customer_30,control,False,2896070,665,5870,626,39,0.00134665253257,0.02161549962535436,0.022962152157924357,2.026884709278436
9-Sep-22,customer_30,experiment,False,5138655,645,5854,587,58,0.0011287000197522505,0.0114232226136995,0.01255192263345175,1.139208606143047
10-Sep-22,customer_1,control,False,8751796,2897,44995,2671,226,0.00258232710177431,0.03051944995061585,0.03310177705239016,5.1412304400148265
10-Sep-22,customer_1,experiment,False,24003456,2785,45299,2229,556,0.00231633311469815,0.00928616279255787,0.011602495907256021,1.8871865784660342
10-Sep-22,customer_2,control,False,25056502,3414,7477,3099,315,0.0012571587207184786,0.012368047223830364,0.013625205944548845,0.2984055795178433
10-Sep-22,customer_2,experiment,False,20391892,3559,7504,3197,362,0.0017752153650087985,0.01567779978434566,0.017453015149354458,0.3679893950007189
10-Sep-22,customer_3,control,False,31832580,3477,14277,2899,578,0.00181574977585857,0.009107021799678192,0.010922771575536762,0.4485027603794603
10-Sep-22,customer_3,experiment,False,74062056,4421,14435,2369,2052,0.0027706495212609272,0.0031986689648475326,0.00596931848610846,0.19490412202437374
10-Sep-22,customer_4,control,True,10140431,6883,6622,6488,395,0.00389529794147803,0.06398150137799863,0.06787679931947666,0.6530294422396838
10-Sep-22,customer_4,experiment,True,9231571,7120,6665,6700,420,0.004549604828907236,0.07257702941352019,0.07712663424242744,0.7219789567777792
10-Sep-22,customer_5,control,True,31205176,1647,18320,1237,410,0.0013138845940173516,0.003964085958047472,0.005277970552064824,0.587082091765802
10-Sep-22,customer_5,experiment,True,25901280,1801,18402,1371,430,0.0016601496142275595,0.005293174700246475,0.006953324314474033,0.7104668186282685
10-Sep-22,customer_6,control,False,2571251,261,3630,255,6,0.00023334944740906272,0.009917351514885167,0.010150700962294229,1.4117641568248296
10-Sep-22,customer_6,experiment,False,3612332,265,3644,236,29,0.0008028055007125591,0.006533175798902205,0.0073359812996147645,1.008766636067781
10-Sep-22,customer_7,control,False,4598642,567,1363,521,46,0.0010002953045703492,0.011329431601764172,0.012329726906334522,0.29639184785421435
10-Sep-22,customer_7,experiment,False,12569206,634,1385,451,183,0.0014559392216182947,0.00358813436584618,0.005044073587464474,0.11018993562520973
10-Sep-22,customer_8,control,False,3101626,781,14356,709,72,0.002321363052798758,0.022858977839365545,0.0251803408921643,4.628539998052634
10-Sep-22,customer_8,experiment,False,34631468,735,14595,432,303,0.0008749268151150855,0.0012474204096690328,0.0021223472247841185,0.4214375203499892
10-Sep-22,customer_9,control,False,5419549,627,15185,547,80,0.0014761375900466994,0.010093090771944308,0.011569228361991007,2.8018936631073914
10-Sep-22,customer_9,experiment,False,3732627,632,15195,543,89,0.0023843796875498142,0.014547395172354483,0.016931774859904297,4.0708594777887
10-Sep-22,customer_10,control,False,2326386,351,8643,263,88,0.0037826912644763166,0.011305088665423537,0.015087779929899854,3.7152046135078183
10-Sep-22,customer_10,experiment,False,8479984,843,8636,58,785,0.009257092937911203,0.0006839635546482164,0.00994105649255942,1.0183981479210338
10-Sep-22,customer_11,control,False,107556279,4612,14632,2757,1855,0.0017246784820438054,0.002563309204848933,0.004287987686892738,0.13604040727366554
10-Sep-22,customer_11,experiment,False,127352601,4872,14743,2424,2448,0.0019222222245778868,0.0019033769086506526,0.003825599133228539,0.11576520529800564
10-Sep-22,customer_12,control,False,410842,791,2479,731,60,0.014604154395120266,0.17792728104721522,0.1925314354423355,6.033949790917189
10-Sep-22,customer_12,experiment,False,2746932,890,2495,641,249,0.009064658316987825,0.02333512442244657,0.03239978273943439,0.9082860442122338
10-Sep-22,customer_13,control,False,854779,54,372,42,12,0.0014038716440155877,0.0049135507540545575,0.006317422398070145,0.43520020964483214
10-Sep-22,customer_13,experiment,False,459723,52,373,21,31,0.006743191008498595,0.004567968102531307,0.011311159111029902,0.8113581439257987
10-Sep-22,customer_14,control,False,3852713,1001,11487,836,165,0.004282696375255567,0.02169899496796154,0.025981691343217105,2.9815353492461023
10-Sep-22,customer_14,experiment,False,19798311,1313,11666,625,688,0.0034750439065231375,0.0031568349441525594,0.006631878850675697,0.5892421833357401
10-Sep-22,customer_15,control,False,3250206,846,11687,766,80,0.002461382447758696,0.023567736937289516,0.026029119385048212,3.595772083369485
10-Sep-22,customer_15,experiment,False,10522185,894,11766,695,199,0.0018912421707088403,0.006605092003229367,0.008496334173938207,1.1182088130934782
10-Sep-22,customer_16,control,False,16916015,5348,10025,5033,315,0.001862140699213142,0.029752870282983315,0.031615010982196455,0.5926336669718015
10-Sep-22,customer_16,experiment,False,15337868,5747,10173,4958,789,0.005144130853127697,0.032325222775420936,0.037469353628548634,0.6632603696941453
10-Sep-22,customer_17,control,False,1725769,1551,10719,1543,8,0.00046356146158611035,0.08940941690342102,0.08987297836500714,6.211144133426895
10-Sep-22,customer_17,experiment,False,1847090,1636,10776,1618,18,0.0009745058443281053,0.08759724756238191,0.08857175340671002,5.834041654710924
10-Sep-22,customer_18,control,False,1449364,267,979,254,13,0.0008969451428350642,0.017524928175392793,0.01842187331822786,0.6754686883350214
10-Sep-22,customer_18,experiment,False,1425505,254,977,243,11,0.0007716563603775504,0.017046590506522248,0.0178182468668998,0.6853711491716971
10-Sep-22,customer_19,control,True,288470,85,387,81,4,0.0013866259923042258,0.028079176344160572,0.0294658023364648,1.3415606475543385
10-Sep-22,customer_19,experiment,True,748261,111,393,102,9,0.0012027888664516793,0.013631607153119034,0.014834396019570713,0.5252178050172334
10-Sep-22,customer_20,control,True,1730747,553,9225,537,16,0.0009244563185722697,0.0310270651920818,0.03195152151065407,5.330068461768242
10-Sep-22,customer_20,experiment,True,3476779,533,9317,516,17,0.000488958314577947,0.014841322960130627,0.015330281274708575,2.679779186425137
10-Sep-22,customer_21,control,False,26308,32,752,31,1,0.00380112513303938,0.11783487912422076,0.12163600425726016,28.584461000456134
10-Sep-22,customer_21,experiment,False,62184,34,782,25,9,0.014473176379776147,0.04020326772160041,0.05467644410137656,12.575582143316609
10-Sep-22,customer_22,control,False,1504868,191,747,172,19,0.0012625692087279417,0.011429573889537156,0.012692143098265097,0.49638905206303807
10-Sep-22,customer_22,experiment,False,1592655,148,755,122,26,0.0016324941685424653,0.0076601649446992595,0.009292659113241725,0.47405119124983125
10-Sep-22,customer_23,control,True,870487,43,575,32,11,0.0012636604567328404,0.003676103146859172,0.004939763603592012,0.6605497842012575
10-Sep-22,customer_23,experiment,True,290466,67,577,60,7,0.0024099206103296083,0.020656462374253785,0.023066382984583394,1.9864631316574057
10-Sep-22,customer_24,control,False,2479464,1548,702,1444,104,0.004194454930581771,0.05823839345923151,0.06243284838981328,0.28312570781426954
10-Sep-22,customer_24,experiment,False,5493314,1530,722,1413,117,0.0021298618648051067,0.02572217790572321,0.027852039770528317,0.13143250140079377
10-Sep-22,customer_25,control,False,9979485,5425,7740,4326,1099,0.0110125923331715,0.043348930330573174,0.05436152266374468,0.7755911251933342
10-Sep-22,customer_25,experiment,False,23654491,6337,7892,3974,2363,0.00998964636355946,0.01680019240321003,0.02678983876676949,0.3336364329293748
10-Sep-22,customer_26,control,False,41332,195,565,189,6,0.014516597309590632,0.45727281525210495,0.47178941256169554,13.669795799864511
10-Sep-22,customer_26,experiment,False,159581,165,573,159,6,0.0037598460969664313,0.09963592156961043,0.10339576766657683,3.5906530226029414
10-Sep-22,customer_27,control,False,2610033,706,4037,669,37,0.0014176065973112218,0.02563185982705966,0.02704946642437088,1.5467237387420005
10-Sep-22,customer_27,experiment,False,3979515,815,4061,767,48,0.0012061771346508308,0.019273705464108063,0.020479882598758894,1.020476113295213
10-Sep-22,customer_28,control,False,9775477,1317,3333,1005,312,0.003191660110294362,0.010280828239890493,0.013472488350184855,0.3409552290900996
10-Sep-22,customer_28,experiment,False,7870871,1263,3329,972,291,0.0036971765894778354,0.01234933211330741,0.016046508702785244,0.42295191980658814
10-Sep-22,customer_29,control,False,1501420,59,569,33,26,0.0017316939963501218,0.00219791930305977,0.003929613299409892,0.37897457073969976
10-Sep-22,customer_29,experiment,False,731748,70,568,58,12,0.0016399088210695485,0.007926225968502818,0.009566134789572366,0.7762235086395863
10-Sep-22,customer_30,control,False,3834464,714,5836,675,39,0.0010170913066337303,0.01760350338404533,0.018620594690679063,1.521985862952423
10-Sep-22,customer_30,experiment,False,6067319,713,5865,652,61,0.0010053863988361252,0.010746097246576288,0.011751483645412413,0.9666542998645695
11-Sep-22,customer_1,control,False,10186575,2746,45013,2552,194,0.0019044673994939418,0.025052581461384223,0.026957048860878165,4.418855208939217
11-Sep-22,customer_1,experiment,False,23465101,2697,45265,2034,663,0.002825472602909316,0.008668191967296453,0.01149366457020577,1.929034952800757
11-Sep-22,customer_2,control,False,25231220,3334,6910,3032,302,0.0011969298353389174,0.01201685847929668,0.013213788314635598,0.2738670583507258
11-Sep-22,customer_2,experiment,False,20267344,3504,6945,3128,376,0.0018552011551192895,0.015433694715992388,0.017288895871111678,0.3426694686782837
11-Sep-22,customer_3,control,False,31937405,3565,14278,2966,599,0.0018755437393864654,0.009286916078497924,0.01116245981788439,0.4470619951746236
11-Sep-22,customer_3,experiment,False,76372093,4484,14425,2502,1982,0.0025951887949437237,0.0032760657744446,0.005871254569388324,0.1888778928711565
11-Sep-22,customer_4,control,True,10921575,6983,6492,6607,376,0.003442726896074971,0.060494937772253544,0.06393766466832851,0.5944197608861359
11-Sep-22,customer_4,experiment,True,9033094,7328,6530,6896,432,0.0047824145303923555,0.07634150602218907,0.08112392055258143,0.7228973815616222
11-Sep-22,customer_5,control,True,35393880,1741,17598,1304,437,0.0012346767294232788,0.0036842527578214083,0.004918929487244687,0.4972046014734751
11-Sep-22,customer_5,experiment,True,29266616,1752,17691,1333,419,0.0014316653486689409,0.00455467758896348,0.00598634293763242,0.6044771284797669
11-Sep-22,customer_6,control,False,2862884,220,3648,216,4,0.00013971924814278188,0.007544839399710223,0.007684558647853005,1.274239543062171
11-Sep-22,customer_6,experiment,False,3686933,251,3682,235,16,0.00043396503272503185,0.006373861418148907,0.006807826450873938,0.9986620315584795
11-Sep-22,customer_7,control,False,4499871,526,1360,459,67,0.0014889315715939412,0.010200292408382373,0.011689223979976316,0.30223088617429256
11-Sep-22,customer_7,experiment,False,13149274,573,1362,387,186,0.001414526763987122,0.0029431282670054635,0.0043576550309925854,0.10357986304034732
11-Sep-22,customer_8,control,False,3216860,766,14356,701,65,0.002020603942975448,0.021791436369627527,0.023812040312602974,4.462736954670082
11-Sep-22,customer_8,experiment,False,41416053,767,14601,420,347,0.0008378393759540534,0.00101409953285505,0.0018519389088091035,0.35254445902896636
11-Sep-22,customer_9,control,False,6802939,632,15188,530,102,0.0014993519712583046,0.0077907504388911916,0.009290102410149496,2.2325644842618755
11-Sep-22,customer_9,experiment,False,4112435,648,15211,545,103,0.0025045988568816284,0.013252489097092111,0.01575708795397374,3.6987818652452864
11-Sep-22,customer_10,control,False,2299240,325,8159,237,88,0.003827351646631061,0.010307753866495016,0.014135105513126077,3.5485638732798663
11-Sep-22,customer_10,experiment,False,9480160,854,8352,88,766,0.00808003240451638,0.0009282543754535788,0.009008286779969957,0.8809977890668511
11-Sep-22,customer_11,control,False,112659452,4464,14184,2744,1720,0.0015267249835371115,0.002435658927224322,0.003962383910761433,0.12590155329354877
11-Sep-22,customer_11,experiment,False,138471063,4588,14305,2385,2203,0.0015909461170237425,0.0017223815202458582,0.0033133276372696004,0.10330678258749267
11-Sep-22,customer_12,control,False,343055,822,2481,765,57,0.01661541152293364,0.2229963125446357,0.23961172406756934,7.2320764891926945
11-Sep-22,customer_12,experiment,False,1494454,805,2489,618,187,0.012512931144083389,0.041352895438735486,0.05386582658281888,1.665491209498586
11-Sep-22,customer_13,control,False,1203475,49,398,36,13,0.001080205238995409,0.002991337584910364,0.004071542823905773,0.3307089885539791
11-Sep-22,customer_13,experiment,False,731609,86,393,30,56,0.007654361824417141,0.004100550977366326,0.011754912801783467,0.5371721780349886
11-Sep-22,customer_14,control,False,3317302,974,10946,826,148,0.004461456930963777,0.02489975287146,0.029361209802423776,3.299669430157399
11-Sep-22,customer_14,experiment,False,22657950,1232,10998,579,653,0.002881990647874146,0.0025553944641946865,0.005437385112068832,0.485392544338742
11-Sep-22,customer_15,control,False,3356298,828,11246,755,73,0.0021750154485686312,0.02249502278999064,0.024670038238559268,3.350715580082579
11-Sep-22,customer_15,experiment,False,13037253,811,11188,602,209,0.0016030984441277622,0.004617537145286664,0.0062206355894144265,0.858156238894804
11-Sep-22,customer_16,control,False,16965817,5415,10016,5123,292,0.0017211078016460982,0.030196011191208773,0.03191711899285487,0.5903635527838124
11-Sep-22,customer_16,experiment,False,14687986,5987,10233,5085,902,0.006141073391545988,0.0346201310377066,0.04076120442925259,0.6966918405287151
11-Sep-22,customer_17,control,False,1572160,1568,10860,1554,14,0.000890494606146957,0.09884490128231223,0.09973539588845919,6.907693873397109
11-Sep-22,customer_17,experiment,False,1716697,1627,10894,1612,15,0.0008737709683188122,0.09390125339532836,0.09477502436364717,6.345907285910094
11-Sep-22,customer_18,control,False,1395806,290,972,283,7,0.0005015023577775135,0.020275023893005187,0.020776526250782704,0.6963718453710616
11-Sep-22,customer_18,experiment,False,1402206,259,974,248,11,0.0007844781722514381,0.017686416974396057,0.018470895146647497,0.6946197634299097
11-Sep-22,customer_19,control,True,327372,101,384,92,9,0.0027491660862871596,0.028102586659824298,0.030851752746111457,1.1729775301491883
11-Sep-22,customer_19,experiment,True,1221542,106,382,98,8,0.0006549099416966424,0.00802264678578387,0.008677556727480513,0.31271949716014674
11-Sep-22,customer_20,control,True,1657571,546,8933,523,23,0.0013875725383709055,0.03155219293773841,0.03293976547610932,5.389211080550998
11-Sep-22,customer_20,experiment,True,3222783,559,8969,540,19,0.000589552569937225,0.0167557046192685,0.017345257189205727,2.7829984209299847
11-Sep-22,customer_21,control,False,26757,39,754,37,2,0.0074746795231154465,0.13828157117763576,0.1457562507007512,28.179541802145234
11-Sep-22,customer_21,experiment,False,85348,46,786,43,3,0.003515020855790411,0.050381965599662556,0.05389698645545297,9.209354642170876
11-Sep-22,customer_22,control,False,1588339,207,689,186,21,0.0013221358916452974,0.011710346468858348,0.013032482360503646,0.43378649016362375
11-Sep-22,customer_22,experiment,False,1835108,197,703,156,41,0.0022342009298635286,0.008500862074602693,0.010735063004466222,0.3830837204131855
11-Sep-22,customer_23,control,True,648465,82,553,71,11,0.001696313602121934,0.010948933250059757,0.01264524685218169,0.852783110884936
11-Sep-22,customer_23,experiment,True,204336,81,551,66,15,0.007340850364106179,0.03229974160206719,0.03964059196617336,2.696539033748336
11-Sep-22,customer_24,control,False,2627483,1662,677,1555,107,0.004072338431875678,0.059182114594081105,0.06325445302595678,0.25766103910091903
11-Sep-22,customer_24,experiment,False,5500635,1715,693,1583,132,0.002399722941078621,0.02877849557369285,0.03117821851477148,0.1259854544066276
11-Sep-22,customer_25,control,False,10990621,5409,7654,4291,1118,0.01017230964474164,0.03904237986188405,0.04921468950662569,0.6964119679861585
11-Sep-22,customer_25,experiment,False,25489778,6024,7731,3817,2207,0.008658372779864932,0.014974630222358155,0.02363300300222309,0.30329805147773353
11-Sep-22,customer_26,control,False,45078,211,584,202,9,0.01996539331824837,0.44811216114290786,0.46807755446115623,12.955321886507832
11-Sep-22,customer_26,experiment,False,129303,209,587,202,7,0.005413640828132371,0.15622220675467702,0.16163584758280938,4.539724523019574
11-Sep-22,customer_27,control,False,2828311,813,4026,773,40,0.001414271627130114,0.027330799194289455,0.02874507082141957,1.4234643927064596
11-Sep-22,customer_27,experiment,False,4409478,829,4069,774,55,0.0012473131740310306,0.017553098121818503,0.018800411295849532,0.9227849645695023
11-Sep-22,customer_28,control,False,10571113,858,3311,519,339,0.003206852485637037,0.004909606017833694,0.008116458503470732,0.31321205250572953
11-Sep-22,customer_28,experiment,False,8721758,872,3317,508,364,0.004173470531973027,0.005824513819346971,0.009997984351319997,0.38031323501523434
11-Sep-22,customer_29,control,False,1784953,68,539,38,30,0.0016807165230681145,0.002128907595886278,0.0038096241189543925,0.3019687353112379
11-Sep-22,customer_29,experiment,False,737594,53,536,43,10,0.0013557594015135698,0.00582976542650835,0.0071855248280219206,0.7266870392112734
11-Sep-22,customer_30,control,False,3737634,733,5837,698,35,0.0009364212761335112,0.018674915735462594,0.019611337011596106,1.5616831396546587
11-Sep-22,customer_30,experiment,False,5964548,741,5867,677,64,0.001073006705621281,0.011350399057900112,0.012423405763521394,0.9836453659187586
12-Sep-22,customer_1,control,False,8952077,2495,44414,2318,177,0.0019771947895443702,0.025893432328609325,0.027870627118153697,4.961306744792298
12-Sep-22,customer_1,experiment,False,21177204,2510,44741,1838,672,0.0031732234340284015,0.008679143856762205,0.011852367290790606,2.1126962747301294
12-Sep-22,customer_2,control,False,21397536,3134,6896,2819,315,0.0014721321183897062,0.013174414100763752,0.01464654621915346,0.32228009804493374
12-Sep-22,customer_2,experiment,False,17793441,3181,6920,2825,356,0.0020007372379518946,0.015876636789927255,0.01787737402787915,0.3889073507479526
12-Sep-22,customer_3,control,False,29250805,3420,14274,2868,552,0.0018871275508486006,0.009804858362017728,0.01169198591286633,0.48798656994226314
12-Sep-22,customer_3,experiment,False,71222053,4336,14445,2421,1915,0.0026887739391617932,0.0033992280452797394,0.006088001984441533,0.20281639452319633
12-Sep-22,customer_4,control,True,11554594,6863,8187,6501,362,0.003132953005531826,0.05626333560486851,0.059396288610400326,0.7085493440963828
12-Sep-22,customer_4,experiment,True,9778620,6904,8236,6485,419,0.004284858190624035,0.06631815123197343,0.07060300942259747,0.842245633841994
12-Sep-22,customer_5,control,True,29447061,1698,17742,1243,455,0.00154514571080625,0.004221134326444326,0.005766280037250576,0.6025049494752635
12-Sep-22,customer_5,experiment,True,24408972,1650,17859,1236,414,0.0016960976480287658,0.005063711818752547,0.006759809466781313,0.7316571955590756
12-Sep-22,customer_6,control,False,2753881,170,3643,161,9,0.00032681150710578996,0.005846294738225798,0.006173106245331589,1.322860355984881
12-Sep-22,customer_6,experiment,False,3456059,178,3659,161,17,0.0004918897507247416,0.004658485286275495,0.005150375037000237,1.0587203517069588
12-Sep-22,customer_7,control,False,3750896,425,1382,382,43,0.0011463927552243518,0.010184233313853543,0.011330626069077894,0.36844529946978005
12-Sep-22,customer_7,experiment,False,11696642,467,1374,331,136,0.0011627268749441078,0.00282987202651838,0.003992598901462489,0.11746961221861796
12-Sep-22,customer_8,control,False,2874053,641,14353,590,51,0.001774497547540007,0.02052850104016871,0.022302998587708716,4.993992803890534
